Entropia,no_zero_crossings,no_mean_crossings,n5,n25,n75,n95,median,mean,std,var,rms,P_max,F_max,Media,Varianza,max_STFT,min_STFT,Energia,labels
8.540909718033554,2457.0,2457.0,-0.028405185016106862,-0.014830106877052595,0.014402089687798724,0.03081940208301005,-0.0006221408608063681,-1.835407535938496e-06,0.0188975352395594,0.00035711683813038935,0.0156481196701866,0.011037346560297884,25.99609375,0.0004865178816291499,7.373944769674523e-07,0.011037346560297884,4.843519812655628e-11,0.0013349916142054421,Local
8.540909718033554,2282.0,2282.0,-0.015639596413964823,-0.009022059149614403,0.007720527809392188,0.021198496744826795,-0.0012896046496476297,-1.4753120302627152e-06,0.011801728334515373,0.000139280791681703,0.009503912001486692,0.005629173744712641,25.99609375,0.0004055524576484894,2.1671865867785193e-07,0.005629173744712641,1.084331665527228e-10,0.00032769685426187065,Local
8.540909718033554,2594.0,2592.0,-0.013762313636112512,-0.005611518740004043,0.005172090889180557,0.01466220318286737,-0.00014053963147763366,3.47060287320827e-06,0.009354538990226636,8.750739971967037e-05,0.006952307478077023,0.0038633688324432192,47.48046875,0.0003131620451736958,1.437474428648401e-07,0.0038633688324432192,4.4323590826268744e-10,7.763475147536114e-05,Local
8.489616423646002,2652.0,2652.0,-0.01948298834148913,-0.00782635908149687,0.0076587617065060854,0.019368510435425756,0.00018800706939585713,1.9841167931110355e-06,0.012090321945516765,0.00014617588474624427,0.00943499200639969,0.004974353174703982,32.2265625,0.0003737210988324195,2.6338883192387046e-07,0.004974353174703982,5.805332748713406e-10,0.0001033043540828823,Local
8.489616423646002,3585.0,3585.0,-0.02030558549803664,-0.008273736840274203,0.008166065872759367,0.020380009486551533,6.970447731446356e-05,1.747137947984627e-07,0.012473157348773727,0.00015557965424726802,0.00983996618258808,0.00476309663423608,43.18359375,0.0003411828599021844,3.1071044400457867e-07,0.00476309663423608,1.3684304633860373e-09,6.794486598068225e-05,Local
8.489616423646002,1337.0,1337.0,-0.010090859041112437,-0.0045074862071216365,0.00435113326235631,0.010658888001188476,-0.00023659240414176241,-2.1474649770176616e-06,0.00640857212721278,4.1069796709688534e-05,0.005142093055146319,0.0029313994484917627,18.046875,0.0001833493075562927,8.301096209007275e-08,0.0029313994484917627,6.140219897202842e-11,5.021826459471058e-05,Local
8.184234774094822,2642.0,2642.0,-0.022368570007363572,-0.007634172159696632,0.007720718267385423,0.02245100658455067,-7.904274573983397e-06,2.893503451210479e-06,0.02017476996562615,0.00040702134316593103,0.011798581631379396,0.011695346944617017,44.6875,0.00044579186320882816,9.86626601957145e-07,0.011695346944617017,7.236409226869581e-10,0.0003064575784210041,Local
8.184234774094822,2076.0,2076.0,-0.01948016639354832,-0.0070219640697337495,0.006760188169663765,0.019536116898116962,4.730616037871624e-05,4.692427499058611e-06,0.016919000694312732,0.00028625258449415476,0.01007371100992629,0.007359494892735763,32.65625,0.00047235687907361577,6.465347023147344e-07,0.007359494892735763,9.835386973510601e-11,0.0003632381998661011,Local
8.184234774094822,769.0,771.0,-0.00807190773829677,-0.0032975584472241483,0.002888728773919211,0.01022393830886982,-0.0004982538336517264,-7.54051867057736e-06,0.010898842117877143,0.00011878475951041271,0.005141414786736693,0.00862587417722101,10.7421875,0.00023283613554805977,3.277505507933142e-07,0.00862587417722101,5.075664554995453e-11,0.000597322610445304,Local
8.184234774094822,2642.0,2642.0,-0.022368570007363572,-0.007634172159696632,0.007720718267385423,0.02245100658455067,-7.904274573983397e-06,2.893503451210479e-06,0.02017476996562615,0.00040702134316593103,0.011798581631379396,0.011695346944617017,44.6875,0.00044579186320882816,9.86626601957145e-07,0.011695346944617017,7.236409226869581e-10,0.0003064575784210041,Local
8.184234774094822,2076.0,2076.0,-0.01948016639354832,-0.0070219640697337495,0.006760188169663765,0.019536116898116962,4.730616037871624e-05,4.692427499058611e-06,0.016919000694312732,0.00028625258449415476,0.01007371100992629,0.007359494892735763,32.65625,0.00047235687907361577,6.465347023147344e-07,0.007359494892735763,9.835386973510601e-11,0.0003632381998661011,Local
8.184234774094822,769.0,771.0,-0.00807190773829677,-0.0032975584472241483,0.002888728773919211,0.01022393830886982,-0.0004982538336517264,-7.54051867057736e-06,0.010898842117877143,0.00011878475951041271,0.005141414786736693,0.00862587417722101,10.7421875,0.00023283613554805977,3.277505507933142e-07,0.00862587417722101,5.075664554995453e-11,0.000597322610445304,Local
7.847762537473608,2054.0,2054.0,-0.021071386717668235,-0.008173482933262557,0.008047028294650961,0.020592517505549704,0.00016132503179240527,3.0968346729456345e-06,0.013594039441099368,0.0001847979083261652,0.010234892446222547,0.006466922813484101,46.62109375,0.00030646650949912597,3.862274468629594e-07,0.006466922813484101,1.0123635168154543e-09,0.00018744058055031608,Local
7.847762537473608,1276.0,1276.0,-0.014872230768183692,-0.00590802733893535,0.005859486083964127,0.01566912151029748,3.8690212807268413e-05,1.3439575455559429e-06,0.010003055508822164,0.00010006111951257742,0.0074350795661897884,0.003966797862349673,18.26171875,0.00030372325415032475,1.719504545336698e-07,0.003966797862349673,2.2158792891671577e-09,0.00012301178720752876,Local
7.847762537473608,711.0,711.0,-0.011254828642429012,-0.004907839725764324,0.004684722825609004,0.012931488092191655,-0.0002885765348118472,-3.7085011790589623e-06,0.00758260761104316,5.749593818304966e-05,0.005868695764165504,0.003791022796414511,18.26171875,0.00019112208735208992,1.1606270501690579e-07,0.003791022796414511,5.795688773737109e-10,6.640900137998637e-05,Local
8.540909718033554,4246.0,4248.0,-0.022949212689518467,-0.011909916232706267,0.011822725701303593,0.02340698834483865,-0.0001740102843883835,2.7744467134529767e-06,0.015606606669724061,0.00024356617174347558,0.012759220320454553,0.008392318283869566,46.40625,0.0003277120471631092,5.60261956270341e-07,0.008392318283869566,1.1273578430940395e-09,0.0004612818540511112,Local
8.540909718033554,2718.0,2718.0,-0.015322905223581542,-0.005949498248932333,0.005661990144517319,0.015847147161020588,-4.171171187874473e-05,3.8124811254889662e-06,0.010737947814212643,0.00011530352326075408,0.0075910068824062375,0.003915199438811369,28.7890625,0.0003351177813491712,1.8801633986678818e-07,0.003915199438811369,1.3347317837970494e-09,6.170573668119042e-05,Local
8.540909718033554,1218.0,1218.0,-0.01064479510760074,-0.005055179057745136,0.004544457081306246,0.013489903349531993,-0.000684783976479995,-6.81036955440127e-06,0.009568056555486351,9.154770624898533e-05,0.006193990920125193,0.005666498134637094,10.52734375,0.00022942551272479416,1.7509794024817024e-07,0.005666498134637094,4.869932956788441e-10,0.00011445079080163878,Local
8.1101268019411,1619.0,1619.0,-0.01905930766052125,-0.0072461184955065075,0.007125466522393286,0.01878948754913887,0.00015276151277672208,-8.283807328038459e-07,0.012968810162415835,0.00016819003702878024,0.00937647778380819,0.005336473215551404,24.4921875,0.000393039018501342,2.948388489219905e-07,0.005336473215551404,2.0583468151360576e-10,0.00014037784682471185,Local
8.1101268019411,2531.0,2531.0,-0.019176558263034937,-0.007466957412511903,0.007471452471906872,0.018571486092135867,0.00014380565105380152,1.9733633951457744e-07,0.011900677161922252,0.00014162611691229788,0.009164294412361738,0.0052031202033362605,41.46484375,0.00033696258090229464,2.7151153120438214e-07,0.0052031202033362605,1.5804745734737213e-10,7.277633695324431e-05,Local
8.1101268019411,1039.0,1039.0,-0.01127582967402306,-0.005044636557180547,0.00472307841306323,0.012725408442507065,-0.0005307434509769057,3.4577972056357947e-07,0.008351137139877157,6.974149152903561e-05,0.0061104034142408165,0.004093391245530462,17.6171875,0.00023427590567197455,1.291285830083498e-07,0.004093391245530462,1.8425573047215127e-09,6.0536108910027695e-06,Local
7.943072717277933,2104.0,2104.0,-0.02338905439371285,-0.010479778393569603,0.010132504882153068,0.024126107237591024,-0.0001349182934784329,1.9606428723615132e-06,0.014545966680945639,0.00021158514668318069,0.011819220705264914,0.0074154752072664466,43.3984375,0.00038012354726960627,4.3027108921145524e-07,0.0074154752072664466,3.261277268716292e-10,0.0002705593938884968,Local
7.943072717277933,1584.0,1584.0,-0.021025877175970126,-0.008651268266212854,0.008267166917182734,0.02112764276290539,1.8477227025409898e-05,2.5501079329308963e-06,0.0126708374363249,0.0001605501213377726,0.010049436249778354,0.00382683540142724,20.83984375,0.0004046016622282076,2.7498610557881923e-07,0.00382683540142724,1.3230219692147646e-09,6.419733081674295e-05,Local
